Toll Date,Day of Week,Toll Week,Time Period,Vehicle Class,CRZ Entries,Estimated Rate,Estimated Revenue
2025-01-29,Wednesday,2025-01-26,Overnight,TLC Taxi/FHV,42986,1.13,38859.34
2025-01-29,Wednesday,2025-01-26,Peak,Passenger Cars & Vans,238632,9.0,1718150.4
2025-01-29,Wednesday,2025-01-26,Peak,Single-Unit Trucks,20666,14.4,238072.31
2025-01-29,Wednesday,2025-01-26,Peak,Multi-Unit Trucks,1879,21.6,32469.12
2025-01-29,Wednesday,2025-01-26,Peak,Buses,7633,14.76,90130.47
2025-01-29,Wednesday,2025-01-26,Peak,Motorcycles,1545,4.5,5562.0
2025-01-29,Wednesday,2025-01-26,Peak,TLC Taxi/FHV,139579,1.13,126179.42
2025-01-30,Thursday,2025-01-26,Overnight,Passenger Cars & Vans,43671,2.25,78607.8
2025-01-30,Thursday,2025-01-26,Overnight,Single-Unit Trucks,2945,3.6,8481.6
2025-01-30,Thursday,2025-01-26,Overnight,Multi-Unit Trucks,638,5.4,2756.16
2025-01-30,Thursday,2025-01-26,Overnight,Buses,821,3.69,2423.59
2025-01-30,Thursday,2025-01-26,Overnight,Motorcycles,230,1.05,193.2
2025-01-30,Thursday,2025-01-26,Overnight,TLC Taxi/FHV,48394,1.13,43748.18
2025-01-30,Thursday,2025-01-26,Peak,Passenger Cars & Vans,245462,9.0,1767326.4
2025-01-30,Thursday,2025-01-26,Peak,Single-Unit Trucks,21926,14.4,252587.51
2025-01-30,Thursday,2025-01-26,Peak,Multi-Unit Trucks,1949,21.6,33678.72
2025-01-30,Thursday,2025-01-26,Peak,Buses,9952,14.76,117513.22
2025-01-30,Thursday,2025-01-26,Peak,Motorcycles,1453,4.5,5230.8
2025-01-30,Thursday,2025-01-26,Peak,TLC Taxi/FHV,145247,1.13,131303.29
2025-01-31,Friday,2025-01-26,Overnight,Passenger Cars & Vans,47718,2.25,85892.4
2025-01-31,Friday,2025-01-26,Overnight,Single-Unit Trucks,2767,3.6,7968.96
2025-01-31,Friday,2025-01-26,Overnight,Multi-Unit Trucks,625,5.4,2700.0
2025-01-31,Friday,2025-01-26,Overnight,Buses,822,3.69,2426.54
2025-01-31,Friday,2025-01-26,Overnight,Motorcycles,270,1.05,226.8
2025-01-31,Friday,2025-01-26,Overnight,TLC Taxi/FHV,49046,1.13,44337.58
2025-01-31,Friday,2025-01-26,Peak,Passenger Cars & Vans,232751,9.0,1675807.2
2025-01-31,Friday,2025-01-26,Peak,Single-Unit Trucks,21689,14.4,249857.27
2025-01-31,Friday,2025-01-26,Peak,Multi-Unit Trucks,1921,21.6,33194.88
2025-01-31,Friday,2025-01-26,Peak,Buses,9421,14.76,111243.17
2025-01-31,Friday,2025-01-26,Peak,Motorcycles,1391,4.5,5007.6
2025-01-31,Friday,2025-01-26,Peak,TLC Taxi/FHV,136796,1.13,123663.58
2025-02-01,Saturday,2025-01-26,Overnight,Passenger Cars & Vans,92163,2.25,165893.4
2025-02-01,Saturday,2025-01-26,Overnight,Single-Unit Trucks,4752,3.6,13685.76
2025-02-01,Saturday,2025-01-26,Overnight,Multi-Unit Trucks,731,5.4,3157.92
2025-02-01,Saturday,2025-01-26,Overnight,Buses,1469,3.69,4336.49
2025-02-01,Saturday,2025-01-26,Overnight,Motorcycles,455,1.05,382.2
2025-02-01,Saturday,2025-01-26,Overnight,TLC Taxi/FHV,79577,1.13,71937.61
2025-02-01,Saturday,2025-01-26,Peak,Passenger Cars & Vans,182189,9.0,1311760.8
2025-02-01,Saturday,2025-01-26,Peak,Single-Unit Trucks,5412,14.4,62346.24
2025-02-01,Saturday,2025-01-26,Peak,Multi-Unit Trucks,479,21.6,8277.12
2025-02-01,Saturday,2025-01-26,Peak,Buses,3131,14.76,36970.85
2025-02-01,Saturday,2025-01-26,Peak,Motorcycles,1280,4.5,4608.0
2025-02-01,Saturday,2025-01-26,Peak,TLC Taxi/FHV,108191,1.13,97804.66
2025-02-02,Sunday,2025-02-02,Overnight,Passenger Cars & Vans,76838,2.25,138308.4
2025-02-02,Sunday,2025-02-02,Overnight,Single-Unit Trucks,2318,3.6,6675.84
2025-02-02,Sunday,2025-02-02,Overnight,Multi-Unit Trucks,317,5.4,1369.44
2025-02-02,Sunday,2025-02-02,Overnight,Buses,1327,3.69,3917.3
2025-02-02,Sunday,2025-02-02,Overnight,Motorcycles,325,1.05,273.0
2025-02-02,Sunday,2025-02-02,Overnight,TLC Taxi/FHV,71806,1.13,64912.62
2025-02-02,Sunday,2025-02-02,Peak,Passenger Cars & Vans,174564,9.0,1256860.8
2025-02-02,Sunday,2025-02-02,Peak,Single-Unit Trucks,3086,14.4,35550.72
2025-02-02,Sunday,2025-02-02,Peak,Multi-Unit Trucks,292,21.6,5045.76
2025-02-02,Sunday,2025-02-02,Peak,Buses,2699,14.76,31869.79
2025-02-02,Sunday,2025-02-02,Peak,Motorcycles,985,4.5,3546.0
2025-02-02,Sunday,2025-02-02,Peak,TLC Taxi/FHV,100313,1.13,90682.95
2025-02-03,Monday,2025-02-02,Overnight,Passenger Cars & Vans,38650,2.25,69570.0
2025-02-03,Monday,2025-02-02,Overnight,Single-Unit Trucks,2585,3.6,7444.8
2025-02-03,Monday,2025-02-02,Overnight,Multi-Unit Trucks,538,5.4,2324.16
2025-02-03,Monday,2025-02-02,Overnight,Buses,840,3.69,2479.68
2025-02-03,Monday,2025-02-02,Overnight,Motorcycles,230,1.05,193.2
2025-02-03,Monday,2025-02-02,Overnight,TLC Taxi/FHV,33960,1.13,30699.84
2025-02-03,Monday,2025-02-02,Peak,Passenger Cars & Vans,226434,9.0,1630324.8
2025-02-03,Monday,2025-02-02,Peak,Single-Unit Trucks,21109,14.4,243175.67
2025-02-03,Monday,2025-02-02,Peak,Multi-Unit Trucks,1842,21.6,31829.76
2025-02-03,Monday,2025-02-02,Peak,Buses,9902,14.76,116922.82
2025-02-03,Monday,2025-02-02,Peak,Motorcycles,1318,4.5,4744.8
2025-02-03,Monday,2025-02-02,Peak,TLC Taxi/FHV,129179,1.13,116777.82
2025-02-04,Tuesday,2025-02-02,Overnight,Passenger Cars & Vans,39906,2.25,71830.8
2025-02-04,Tuesday,2025-02-02,Overnight,Single-Unit Trucks,2736,3.6,7879.68
2025-02-04,Tuesday,2025-02-02,Overnight,Multi-Unit Trucks,629,5.4,2717.28
2025-02-04,Tuesday,2025-02-02,Overnight,Buses,903,3.69,2665.66
2025-02-04,Tuesday,2025-02-02,Overnight,Motorcycles,230,1.05,193.2
2025-02-04,Tuesday,2025-02-02,Overnight,TLC Taxi/FHV,40273,1.13,36406.79
2025-02-04,Tuesday,2025-02-02,Peak,Passenger Cars & Vans,239230,9.0,1722456.0
2025-02-04,Tuesday,2025-02-02,Peak,Single-Unit Trucks,21580,14.4,248601.59
2025-02-04,Tuesday,2025-02-02,Peak,Multi-Unit Trucks,2051,21.6,35441.28
2025-02-04,Tuesday,2025-02-02,Peak,Buses,9775,14.76,115423.2
2025-02-04,Tuesday,2025-02-02,Peak,Motorcycles,1558,4.5,5608.8
2025-02-04,Tuesday,2025-02-02,Peak,TLC Taxi/FHV,136681,1.13,123559.62
2025-02-05,Wednesday,2025-02-02,Overnight,Passenger Cars & Vans,40615,2.25,73107.0
2025-02-05,Wednesday,2025-02-02,Overnight,Single-Unit Trucks,2675,3.6,7704.0
2025-02-05,Wednesday,2025-02-02,Overnight,Multi-Unit Trucks,623,5.4,2691.36
2025-02-05,Wednesday,2025-02-02,Overnight,Buses,823,3.69,2429.5
2025-02-05,Wednesday,2025-02-02,Overnight,Motorcycles,213,1.05,178.92
2025-02-05,Wednesday,2025-02-02,Overnight,TLC Taxi/FHV,44547,1.13,40270.49
2025-02-05,Wednesday,2025-02-02,Peak,Passenger Cars & Vans,238827,9.0,1719554.4
2025-02-05,Wednesday,2025-02-02,Peak,Single-Unit Trucks,21546,14.4,248209.91
2025-02-05,Wednesday,2025-02-02,Peak,Multi-Unit Trucks,2017,21.6,34853.76
2025-02-05,Wednesday,2025-02-02,Peak,Buses,9576,14.76,113073.41
2025-02-05,Wednesday,2025-02-02,Peak,Motorcycles,1432,4.5,5155.2
2025-02-05,Wednesday,2025-02-02,Peak,TLC Taxi/FHV,143618,1.13,129830.67
2025-02-06,Thursday,2025-02-02,Overnight,Passenger Cars & Vans,39781,2.25,71605.8
2025-02-06,Thursday,2025-02-02,Overnight,Single-Unit Trucks,2682,3.6,7724.16
2025-02-06,Thursday,2025-02-02,Overnight,Multi-Unit Trucks,495,5.4,2138.4
2025-02-06,Thursday,2025-02-02,Overnight,Buses,786,3.69,2320.27
2025-02-06,Thursday,2025-02-02,Overnight,Motorcycles,242,1.05,203.28
2025-02-06,Thursday,2025-02-02,Overnight,TLC Taxi/FHV,46793,1.13,42300.87
2025-02-06,Thursday,2025-02-02,Peak,Passenger Cars & Vans,214253,9.0,1542621.6
2025-02-06,Thursday,2025-02-02,Peak,Single-Unit Trucks,19707,14.4,227024.63
2025-02-06,Thursday,2025-02-02,Peak,Multi-Unit Trucks,1760,21.6,30412.8
2025-02-06,Thursday,2025-02-02,Peak,Buses,9206,14.76,108704.45
2025-02-06,Thursday,2025-02-02,Peak,Motorcycles,999,4.5,3596.4
2025-02-06,Thursday,2025-02-02,Peak,TLC Taxi/FHV,144471,1.13,130601.78
2025-02-07,Friday,2025-02-02,Overnight,Passenger Cars & Vans,47164,2.25,84895.2
2025-02-07,Friday,2025-02-02,Overnight,Single-Unit Trucks,2531,3.6,7289.28
2025-02-07,Friday,2025-02-02,Overnight,Multi-Unit Trucks,547,5.4,2363.04
2025-02-07,Friday,2025-02-02,Overnight,Buses,792,3.69,2337.98
2025-02-07,Friday,2025-02-02,Overnight,Motorcycles,302,1.05,253.68
2025-02-07,Friday,2025-02-02,Overnight,TLC Taxi/FHV,49147,1.13,44428.89
2025-02-07,Friday,2025-02-02,Peak,Passenger Cars & Vans,241456,9.0,1738483.2
2025-02-07,Friday,2025-02-02,Peak,Single-Unit Trucks,21944,14.4,252794.87
2025-02-07,Friday,2025-02-02,Peak,Multi-Unit Trucks,2061,21.6,35614.08
2025-02-07,Friday,2025-02-02,Peak,Buses,9343,14.76,110322.15
2025-02-07,Friday,2025-02-02,Peak,Motorcycles,1529,4.5,5504.4
2025-02-07,Friday,2025-02-02,Peak,TLC Taxi/FHV,138930,1.13,125592.72
2025-02-08,Saturday,2025-02-02,Overnight,Passenger Cars & Vans,78526,2.25,141346.8
2025-02-08,Saturday,2025-02-02,Overnight,Single-Unit Trucks,4719,3.6,13590.72
2025-02-08,Saturday,2025-02-02,Overnight,Multi-Unit Trucks,720,5.4,3110.4
2025-02-08,Saturday,2025-02-02,Overnight,Buses,1290,3.69,3808.08
2025-02-08,Saturday,2025-02-02,Overnight,Motorcycles,281,1.05,236.04
2025-02-08,Saturday,2025-02-02,Overnight,TLC Taxi/FHV,71255,1.13,64414.52
2025-02-08,Saturday,2025-02-02,Peak,Passenger Cars & Vans,171369,9.0,1233856.8
2025-02-08,Saturday,2025-02-02,Peak,Single-Unit Trucks,5288,14.4,60917.76
2025-02-08,Saturday,2025-02-02,Peak,Multi-Unit Trucks,511,21.6,8830.08
2025-02-08,Saturday,2025-02-02,Peak,Buses,2685,14.76,31704.48
2025-02-08,Saturday,2025-02-02,Peak,Motorcycles,1196,4.5,4305.6
2025-02-08,Saturday,2025-02-02,Peak,TLC Taxi/FHV,109578,1.13,99058.51
2025-02-09,Sunday,2025-02-09,Overnight,Passenger Cars & Vans,64495,2.25,116091.0
2025-02-09,Sunday,2025-02-09,Overnight,Single-Unit Trucks,2208,3.6,6359.04
2025-02-09,Sunday,2025-02-09,Overnight,Multi-Unit Trucks,271,5.4,1170.72
2025-02-09,Sunday,2025-02-09,Overnight,Buses,995,3.69,2937.24
2025-02-09,Sunday,2025-02-09,Overnight,Motorcycles,270,1.05,226.8
2025-02-09,Sunday,2025-02-09,Overnight,TLC Taxi/FHV,66858,1.13,60439.63
2025-02-09,Sunday,2025-02-09,Peak,Passenger Cars & Vans,131735,9.0,948492.0
2025-02-09,Sunday,2025-02-09,Peak,Single-Unit Trucks,2836,14.4,32670.72
2025-02-09,Sunday,2025-02-09,Peak,Multi-Unit Trucks,257,21.6,4440.96
2025-02-09,Sunday,2025-02-09,Peak,Buses,2314,14.76,27323.71
2025-02-09,Sunday,2025-02-09,Peak,Motorcycles,1012,4.5,3643.2
2025-02-09,Sunday,2025-02-09,Peak,TLC Taxi/FHV,97674,1.13,88297.3
2025-02-10,Monday,2025-02-09,Overnight,Passenger Cars & Vans,38824,2.25,69883.2
2025-02-10,Monday,2025-02-09,Overnight,Single-Unit Trucks,2511,3.6,7231.68
2025-02-10,Monday,2025-02-09,Overnight,Multi-Unit Trucks,521,5.4,2250.72
2025-02-10,Monday,2025-02-09,Overnight,Buses,783,3.69,2311.42
2025-02-10,Monday,2025-02-09,Overnight,Motorcycles,206,1.05,173.04
2025-02-10,Monday,2025-02-09,Overnight,TLC Taxi/FHV,36493,1.13,32989.67
2025-02-10,Monday,2025-02-09,Peak,Passenger Cars & Vans,225838,9.0,1626033.6
2025-02-10,Monday,2025-02-09,Peak,Single-Unit Trucks,20526,14.4,236459.51
2025-02-10,Monday,2025-02-09,Peak,Multi-Unit Trucks,1823,21.6,31501.44
2025-02-10,Monday,2025-02-09,Peak,Buses,9314,14.76,109979.71
2025-02-10,Monday,2025-02-09,Peak,Motorcycles,1290,4.5,4644.0
2025-02-10,Monday,2025-02-09,Peak,TLC Taxi/FHV,131903,1.13,119240.31
2025-02-11,Tuesday,2025-02-09,Overnight,Passenger Cars & Vans,35714,2.25,64285.2
2025-02-11,Tuesday,2025-02-09,Overnight,Single-Unit Trucks,2693,3.6,7755.84
2025-02-11,Tuesday,2025-02-09,Overnight,Multi-Unit Trucks,561,5.4,2423.52
2025-02-11,Tuesday,2025-02-09,Overnight,Buses,747,3.69,2205.14
2025-02-11,Tuesday,2025-02-09,Overnight,Motorcycles,145,1.05,121.8
2025-02-11,Tuesday,2025-02-09,Overnight,TLC Taxi/FHV,37122,1.13,33558.29
2025-02-11,Tuesday,2025-02-09,Peak,Passenger Cars & Vans,232031,9.0,1670623.2
2025-02-11,Tuesday,2025-02-09,Peak,Single-Unit Trucks,21614,14.4,248993.27
2025-02-11,Tuesday,2025-02-09,Peak,Multi-Unit Trucks,1983,21.6,34266.24
2025-02-11,Tuesday,2025-02-09,Peak,Buses,9533,14.76,112565.67
2025-02-11,Tuesday,2025-02-09,Peak,Motorcycles,1279,4.5,4604.4
2025-02-11,Tuesday,2025-02-09,Peak,TLC Taxi/FHV,137939,1.13,124696.86
2025-02-12,Wednesday,2025-02-09,Overnight,Passenger Cars & Vans,36778,2.25,66200.4
2025-02-12,Wednesday,2025-02-09,Overnight,Single-Unit Trucks,2647,3.6,7623.36
2025-02-12,Wednesday,2025-02-09,Overnight,Multi-Unit Trucks,522,5.4,2255.04
2025-02-12,Wednesday,2025-02-09,Overnight,Buses,789,3.69,2329.13
2025-02-12,Wednesday,2025-02-09,Overnight,Motorcycles,166,1.05,139.44
2025-02-12,Wednesday,2025-02-09,Overnight,TLC Taxi/FHV,41947,1.13,37920.09
2025-02-12,Wednesday,2025-02-09,Peak,Passenger Cars & Vans,223899,9.0,1612072.8
2025-02-12,Wednesday,2025-02-09,Peak,Single-Unit Trucks,20719,14.4,238682.87
2025-02-12,Wednesday,2025-02-09,Peak,Multi-Unit Trucks,1860,21.6,32140.8
2025-02-12,Wednesday,2025-02-09,Peak,Buses,9533,14.76,112565.67
2025-02-12,Wednesday,2025-02-09,Peak,Motorcycles,1214,4.5,4370.4
2025-02-12,Wednesday,2025-02-09,Peak,TLC Taxi/FHV,143113,1.13,129374.15
2025-02-13,Thursday,2025-02-09,Overnight,Passenger Cars & Vans,41956,2.25,75520.8
2025-02-13,Thursday,2025-02-09,Overnight,Single-Unit Trucks,2768,3.6,7971.84
2025-02-13,Thursday,2025-02-09,Overnight,Multi-Unit Trucks,633,5.4,2734.56
2025-02-13,Thursday,2025-02-09,Overnight,Buses,839,3.69,2476.73
2025-02-13,Thursday,2025-02-09,Overnight,Motorcycles,233,1.05,195.72
2025-02-13,Thursday,2025-02-09,Overnight,TLC Taxi/FHV,47822,1.13,43231.09
2025-02-13,Thursday,2025-02-09,Peak,Passenger Cars & Vans,239644,9.0,1725436.8
2025-02-13,Thursday,2025-02-09,Peak,Single-Unit Trucks,21070,14.4,242726.39
2025-02-13,Thursday,2025-02-09,Peak,Multi-Unit Trucks,1945,21.6,33609.6
2025-02-13,Thursday,2025-02-09,Peak,Buses,9662,14.76,114088.9
2025-02-13,Thursday,2025-02-09,Peak,Motorcycles,1278,4.5,4600.8
2025-02-13,Thursday,2025-02-09,Peak,TLC Taxi/FHV,144055,1.13,130225.72
2025-02-14,Friday,2025-02-09,Overnight,Passenger Cars & Vans,54479,2.25,98062.2
2025-02-14,Friday,2025-02-09,Overnight,Single-Unit Trucks,2841,3.6,8182.08
2025-02-14,Friday,2025-02-09,Overnight,Multi-Unit Trucks,602,5.4,2600.64
2025-02-14,Friday,2025-02-09,Overnight,Buses,786,3.69,2320.27
2025-02-14,Friday,2025-02-09,Overnight,Motorcycles,306,1.05,257.04
2025-02-14,Friday,2025-02-09,Overnight,TLC Taxi/FHV,52474,1.13,47436.5
2025-02-14,Friday,2025-02-09,Peak,Passenger Cars & Vans,252690,9.0,1819368.0
2025-02-14,Friday,2025-02-09,Peak,Single-Unit Trucks,21655,14.4,249465.59
2025-02-14,Friday,2025-02-09,Peak,Multi-Unit Trucks,2062,21.6,35631.36
2025-02-14,Friday,2025-02-09,Peak,Buses,9140,14.76,107925.12
2025-02-14,Friday,2025-02-09,Peak,Motorcycles,1566,4.5,5637.6
2025-02-14,Friday,2025-02-09,Peak,TLC Taxi/FHV,135207,1.13,122227.13
2025-02-15,Saturday,2025-02-09,Overnight,Passenger Cars & Vans,85158,2.25,153284.4
2025-02-15,Saturday,2025-02-09,Overnight,Single-Unit Trucks,4410,3.6,12700.8
2025-02-15,Saturday,2025-02-09,Overnight,Multi-Unit Trucks,794,5.4,3430.08
2025-02-15,Saturday,2025-02-09,Overnight,Buses,1466,3.69,4327.63
2025-02-15,Saturday,2025-02-09,Overnight,Motorcycles,318,1.05,267.12
2025-02-15,Saturday,2025-02-09,Overnight,TLC Taxi/FHV,78360,1.13,70837.44
2025-02-15,Saturday,2025-02-09,Peak,Passenger Cars & Vans,163340,9.0,1176048.0
2025-02-15,Saturday,2025-02-09,Peak,Single-Unit Trucks,5237,14.4,60330.24
2025-02-15,Saturday,2025-02-09,Peak,Multi-Unit Trucks,579,21.6,10005.12
2025-02-15,Saturday,2025-02-09,Peak,Buses,2779,14.76,32814.43
2025-02-15,Saturday,2025-02-09,Peak,Motorcycles,944,4.5,3398.4
2025-02-15,Saturday,2025-02-09,Peak,TLC Taxi/FHV,107101,1.13,96819.3
2025-02-16,Sunday,2025-02-16,Overnight,Passenger Cars & Vans,69099,2.25,124378.2
2025-02-16,Sunday,2025-02-16,Overnight,Single-Unit Trucks,2062,3.6,5938.56
2025-02-16,Sunday,2025-02-16,Overnight,Multi-Unit Trucks,340,5.4,1468.8
2025-02-16,Sunday,2025-02-16,Overnight,Buses,1233,3.69,3639.82
2025-02-16,Sunday,2025-02-16,Overnight,Motorcycles,303,1.05,254.52
2025-02-16,Sunday,2025-02-16,Overnight,TLC Taxi/FHV,68214,1.13,61665.46
2025-02-16,Sunday,2025-02-16,Peak,Passenger Cars & Vans,156917,9.0,1129802.4
2025-02-16,Sunday,2025-02-16,Peak,Single-Unit Trucks,3011,14.4,34686.72
2025-02-16,Sunday,2025-02-16,Peak,Multi-Unit Trucks,361,21.6,6238.08
2025-02-16,Sunday,2025-02-16,Peak,Buses,2761,14.76,32601.89
2025-02-16,Sunday,2025-02-16,Peak,Motorcycles,805,4.5,2898.0
2025-02-16,Sunday,2025-02-16,Peak,TLC Taxi/FHV,97021,1.13,87706.98
2025-02-17,Monday,2025-02-16,Overnight,Passenger Cars & Vans,38517,2.25,69330.6
2025-02-17,Monday,2025-02-16,Overnight,Single-Unit Trucks,1964,3.6,5656.32
2025-02-17,Monday,2025-02-16,Overnight,Multi-Unit Trucks,441,5.4,1905.12
2025-02-17,Monday,2025-02-16,Overnight,Buses,774,3.69,2284.85
2025-02-17,Monday,2025-02-16,Overnight,Motorcycles,217,1.05,182.28
2025-02-17,Monday,2025-02-16,Overnight,TLC Taxi/FHV,37029,1.13,33474.22
2025-02-17,Monday,2025-02-16,Peak,Passenger Cars & Vans,196508,9.0,1414857.6
2025-02-17,Monday,2025-02-16,Peak,Single-Unit Trucks,13148,14.4,151464.96
2025-02-17,Monday,2025-02-16,Peak,Multi-Unit Trucks,1358,21.6,23466.24
2025-02-17,Monday,2025-02-16,Peak,Buses,5061,14.76,59760.29
2025-02-17,Monday,2025-02-16,Peak,Motorcycles,1134,4.5,4082.4
2025-02-17,Monday,2025-02-16,Peak,TLC Taxi/FHV,118477,1.13,107103.21
2025-02-18,Tuesday,2025-02-16,Overnight,Passenger Cars & Vans,39355,2.25,70839.0
2025-02-18,Tuesday,2025-02-16,Overnight,Single-Unit Trucks,2581,3.6,7433.28
2025-02-18,Tuesday,2025-02-16,Overnight,Multi-Unit Trucks,482,5.4,2082.24
2025-02-18,Tuesday,2025-02-16,Overnight,Buses,829,3.69,2447.21
2025-02-18,Tuesday,2025-02-16,Overnight,Motorcycles,191,1.05,160.44
2025-02-18,Tuesday,2025-02-16,Overnight,TLC Taxi/FHV,39265,1.13,35495.56
2025-02-18,Tuesday,2025-02-16,Peak,Passenger Cars & Vans,232414,9.0,1673380.8
2025-02-18,Tuesday,2025-02-16,Peak,Single-Unit Trucks,20301,14.4,233867.51
2025-02-18,Tuesday,2025-02-16,Peak,Multi-Unit Trucks,1768,21.6,30551.04
2025-02-18,Tuesday,2025-02-16,Peak,Buses,7456,14.76,88040.45
2025-02-18,Tuesday,2025-02-16,Peak,Motorcycles,1034,4.5,3722.4
2025-02-18,Tuesday,2025-02-16,Peak,TLC Taxi/FHV,140545,1.13,127052.68
2025-02-19,Wednesday,2025-02-16,Overnight,Passenger Cars & Vans,40237,2.25,72426.6
2025-02-19,Wednesday,2025-02-16,Overnight,Single-Unit Trucks,2589,3.6,7456.32
2025-02-19,Wednesday,2025-02-16,Overnight,Multi-Unit Trucks,531,5.4,2293.92
2025-02-19,Wednesday,2025-02-16,Overnight,Buses,785,3.69,2317.32
2025-02-19,Wednesday,2025-02-16,Overnight,Motorcycles,199,1.05,167.16
2025-02-19,Wednesday,2025-02-16,Overnight,TLC Taxi/FHV,42506,1.13,38425.42
2025-02-19,Wednesday,2025-02-16,Peak,Passenger Cars & Vans,233676,9.0,1682467.2
2025-02-19,Wednesday,2025-02-16,Peak,Single-Unit Trucks,19939,14.4,229697.27
2025-02-19,Wednesday,2025-02-16,Peak,Multi-Unit Trucks,1571,21.6,27146.88
2025-02-19,Wednesday,2025-02-16,Peak,Buses,8033,14.76,94853.67
2025-02-19,Wednesday,2025-02-16,Peak,Motorcycles,1189,4.5,4280.4
2025-02-19,Wednesday,2025-02-16,Peak,TLC Taxi/FHV,141697,1.13,128094.09
2025-02-20,Thursday,2025-02-16,Overnight,Passenger Cars & Vans,41503,2.25,74705.4
2025-02-20,Thursday,2025-02-16,Overnight,Single-Unit Trucks,2773,3.6,7986.24
2025-02-20,Thursday,2025-02-16,Overnight,Multi-Unit Trucks,463,5.4,2000.16
2025-02-20,Thursday,2025-02-16,Overnight,Buses,821,3.69,2423.59
2025-02-20,Thursday,2025-02-16,Overnight,Motorcycles,192,1.05,161.28
2025-02-20,Thursday,2025-02-16,Overnight,TLC Taxi/FHV,45873,1.13,41469.19
2025-02-20,Thursday,2025-02-16,Peak,Passenger Cars & Vans,236618,9.0,1703649.6
2025-02-20,Thursday,2025-02-16,Peak,Single-Unit Trucks,20462,14.4,235722.23
2025-02-20,Thursday,2025-02-16,Peak,Multi-Unit Trucks,1437,21.6,24831.36
2025-02-20,Thursday,2025-02-16,Peak,Buses,8072,14.76,95314.18
2025-02-20,Thursday,2025-02-16,Peak,Motorcycles,1131,4.5,4071.6
2025-02-20,Thursday,2025-02-16,Peak,TLC Taxi/FHV,145449,1.13,131485.9
2025-02-21,Friday,2025-02-16,Overnight,Passenger Cars & Vans,47527,2.25,85548.6
2025-02-21,Friday,2025-02-16,Overnight,Single-Unit Trucks,2572,3.6,7407.36
2025-02-21,Friday,2025-02-16,Overnight,Multi-Unit Trucks,435,5.4,1879.2
2025-02-21,Friday,2025-02-16,Overnight,Buses,784,3.69,2314.37
2025-02-21,Friday,2025-02-16,Overnight,Motorcycles,268,1.05,225.12
2025-02-21,Friday,2025-02-16,Overnight,TLC Taxi/FHV,49769,1.13,44991.18
2025-02-21,Friday,2025-02-16,Peak,Passenger Cars & Vans,235147,9.0,1693058.4
2025-02-21,Friday,2025-02-16,Peak,Single-Unit Trucks,20507,14.4,236240.63
2025-02-21,Friday,2025-02-16,Peak,Multi-Unit Trucks,1492,21.6,25781.76
2025-02-21,Friday,2025-02-16,Peak,Buses,7739,14.76,91382.11
2025-02-21,Friday,2025-02-16,Peak,Motorcycles,1316,4.5,4737.6
2025-02-21,Friday,2025-02-16,Peak,TLC Taxi/FHV,138193,1.13,124926.47
2025-02-22,Saturday,2025-02-16,Overnight,Passenger Cars & Vans,91451,2.25,164611.8
2025-02-22,Saturday,2025-02-16,Overnight,Single-Unit Trucks,4354,3.6,12539.52
2025-02-22,Saturday,2025-02-16,Overnight,Multi-Unit Trucks,600,5.4,2592.0
2025-02-22,Saturday,2025-02-16,Overnight,Buses,1415,3.69,4177.08
2025-02-22,Saturday,2025-02-16,Overnight,Motorcycles,427,1.05,358.68
2025-02-22,Saturday,2025-02-16,Overnight,TLC Taxi/FHV,80822,1.13,73063.09
2025-02-22,Saturday,2025-02-16,Peak,Passenger Cars & Vans,186404,9.0,1342108.8
2025-02-22,Saturday,2025-02-16,Peak,Single-Unit Trucks,4826,14.4,55595.52
2025-02-22,Saturday,2025-02-16,Peak,Multi-Unit Trucks,409,21.6,7067.52
2025-02-22,Saturday,2025-02-16,Peak,Buses,3199,14.76,37773.79
2025-02-22,Saturday,2025-02-16,Peak,Motorcycles,1198,4.5,4312.8
