Toll Date,Day of Week,Toll Week,Time Period,Vehicle Class,CRZ Entries,Estimated Rate,Estimated Revenue
2025-03-19,Wednesday,2025-03-16,Overnight,TLC Taxi/FHV,46537,1.13,42069.45
2025-03-19,Wednesday,2025-03-16,Peak,Passenger Cars & Vans,243678,9.0,1754481.6
2025-03-19,Wednesday,2025-03-16,Peak,Single-Unit Trucks,19790,14.4,227980.79
2025-03-19,Wednesday,2025-03-16,Peak,Multi-Unit Trucks,1068,21.6,18455.04
2025-03-19,Wednesday,2025-03-16,Peak,Buses,9699,14.76,114525.79
2025-03-19,Wednesday,2025-03-16,Peak,Motorcycles,1896,4.5,6825.6
2025-03-19,Wednesday,2025-03-16,Peak,TLC Taxi/FHV,140387,1.13,126909.85
2025-03-20,Thursday,2025-03-16,Overnight,Passenger Cars & Vans,42293,2.25,76127.4
2025-03-20,Thursday,2025-03-16,Overnight,Single-Unit Trucks,2883,3.6,8303.04
2025-03-20,Thursday,2025-03-16,Overnight,Multi-Unit Trucks,415,5.4,1792.8
2025-03-20,Thursday,2025-03-16,Overnight,Buses,833,3.69,2459.02
2025-03-20,Thursday,2025-03-16,Overnight,Motorcycles,208,1.05,174.72
2025-03-20,Thursday,2025-03-16,Overnight,TLC Taxi/FHV,52144,1.13,47138.18
2025-03-20,Thursday,2025-03-16,Peak,Passenger Cars & Vans,245109,9.0,1764784.8
2025-03-20,Thursday,2025-03-16,Peak,Single-Unit Trucks,19845,14.4,228614.39
2025-03-20,Thursday,2025-03-16,Peak,Multi-Unit Trucks,1007,21.6,17400.96
2025-03-20,Thursday,2025-03-16,Peak,Buses,9579,14.76,113108.83
2025-03-20,Thursday,2025-03-16,Peak,Motorcycles,1595,4.5,5742.0
2025-03-20,Thursday,2025-03-16,Peak,TLC Taxi/FHV,146058,1.13,132036.43
2025-03-21,Friday,2025-03-16,Overnight,Passenger Cars & Vans,49080,2.25,88344.0
2025-03-21,Friday,2025-03-16,Overnight,Single-Unit Trucks,2905,3.6,8366.4
2025-03-21,Friday,2025-03-16,Overnight,Multi-Unit Trucks,399,5.4,1723.68
2025-03-21,Friday,2025-03-16,Overnight,Buses,838,3.69,2473.78
2025-03-21,Friday,2025-03-16,Overnight,Motorcycles,277,1.05,232.68
2025-03-21,Friday,2025-03-16,Overnight,TLC Taxi/FHV,53185,1.13,48079.24
2025-03-21,Friday,2025-03-16,Peak,Passenger Cars & Vans,244176,9.0,1758067.2
2025-03-21,Friday,2025-03-16,Peak,Single-Unit Trucks,20206,14.4,232773.11
2025-03-21,Friday,2025-03-16,Peak,Multi-Unit Trucks,1051,21.6,18161.28
2025-03-21,Friday,2025-03-16,Peak,Buses,9073,14.76,107133.99
2025-03-21,Friday,2025-03-16,Peak,Motorcycles,1651,4.5,5943.6
2025-03-21,Friday,2025-03-16,Peak,TLC Taxi/FHV,136095,1.13,123029.88
2025-03-22,Saturday,2025-03-16,Overnight,Passenger Cars & Vans,95603,2.25,172085.4
2025-03-22,Saturday,2025-03-16,Overnight,Single-Unit Trucks,4547,3.6,13095.36
2025-03-22,Saturday,2025-03-16,Overnight,Multi-Unit Trucks,470,5.4,2030.4
2025-03-22,Saturday,2025-03-16,Overnight,Buses,1568,3.69,4628.74
2025-03-22,Saturday,2025-03-16,Overnight,Motorcycles,503,1.05,422.52
2025-03-22,Saturday,2025-03-16,Overnight,TLC Taxi/FHV,85079,1.13,76911.42
2025-03-22,Saturday,2025-03-16,Peak,Passenger Cars & Vans,190635,9.0,1372572.0
2025-03-22,Saturday,2025-03-16,Peak,Single-Unit Trucks,4484,14.4,51655.68
2025-03-22,Saturday,2025-03-16,Peak,Multi-Unit Trucks,270,21.6,4665.6
2025-03-22,Saturday,2025-03-16,Peak,Buses,3322,14.76,39226.18
2025-03-22,Saturday,2025-03-16,Peak,Motorcycles,1386,4.5,4989.6
2025-03-22,Saturday,2025-03-16,Peak,TLC Taxi/FHV,108269,1.13,97875.18
2025-03-23,Sunday,2025-03-23,Overnight,Passenger Cars & Vans,79097,2.25,142374.6
2025-03-23,Sunday,2025-03-23,Overnight,Single-Unit Trucks,1992,3.6,5736.96
2025-03-23,Sunday,2025-03-23,Overnight,Multi-Unit Trucks,223,5.4,963.36
2025-03-23,Sunday,2025-03-23,Overnight,Buses,1282,3.69,3784.46
2025-03-23,Sunday,2025-03-23,Overnight,Motorcycles,476,1.05,399.84
2025-03-23,Sunday,2025-03-23,Overnight,TLC Taxi/FHV,76735,1.13,69368.44
2025-03-23,Sunday,2025-03-23,Peak,Passenger Cars & Vans,186783,9.0,1344837.6
2025-03-23,Sunday,2025-03-23,Peak,Single-Unit Trucks,2428,14.4,27970.56
2025-03-23,Sunday,2025-03-23,Peak,Multi-Unit Trucks,153,21.6,2643.84
2025-03-23,Sunday,2025-03-23,Peak,Buses,2939,14.76,34703.71
2025-03-23,Sunday,2025-03-23,Peak,Motorcycles,1208,4.5,4348.8
2025-03-23,Sunday,2025-03-23,Peak,TLC Taxi/FHV,99986,1.13,90387.34
2025-03-24,Monday,2025-03-23,Overnight,Passenger Cars & Vans,38329,2.25,68992.2
2025-03-24,Monday,2025-03-23,Overnight,Single-Unit Trucks,2604,3.6,7499.52
2025-03-24,Monday,2025-03-23,Overnight,Multi-Unit Trucks,393,5.4,1697.76
2025-03-24,Monday,2025-03-23,Overnight,Buses,799,3.69,2358.65
2025-03-24,Monday,2025-03-23,Overnight,Motorcycles,242,1.05,203.28
2025-03-24,Monday,2025-03-23,Overnight,TLC Taxi/FHV,35983,1.13,32528.63
2025-03-24,Monday,2025-03-23,Peak,Passenger Cars & Vans,230296,9.0,1658131.2
2025-03-24,Monday,2025-03-23,Peak,Single-Unit Trucks,18421,14.4,212209.91
2025-03-24,Monday,2025-03-23,Peak,Multi-Unit Trucks,991,21.6,17124.48
2025-03-24,Monday,2025-03-23,Peak,Buses,9293,14.76,109731.75
2025-03-24,Monday,2025-03-23,Peak,Motorcycles,1051,4.5,3783.6
2025-03-24,Monday,2025-03-23,Peak,TLC Taxi/FHV,131400,1.13,118785.6
2025-03-25,Tuesday,2025-03-23,Overnight,Passenger Cars & Vans,39003,2.25,70205.4
2025-03-25,Tuesday,2025-03-23,Overnight,Single-Unit Trucks,2918,3.6,8403.84
2025-03-25,Tuesday,2025-03-23,Overnight,Multi-Unit Trucks,396,5.4,1710.72
2025-03-25,Tuesday,2025-03-23,Overnight,Buses,805,3.69,2376.36
2025-03-25,Tuesday,2025-03-23,Overnight,Motorcycles,251,1.05,210.84
2025-03-25,Tuesday,2025-03-23,Overnight,TLC Taxi/FHV,41381,1.13,37408.42
2025-03-25,Tuesday,2025-03-23,Peak,Passenger Cars & Vans,243576,9.0,1753747.2
2025-03-25,Tuesday,2025-03-23,Peak,Single-Unit Trucks,19949,14.4,229812.47
2025-03-25,Tuesday,2025-03-23,Peak,Multi-Unit Trucks,1019,21.6,17608.32
2025-03-25,Tuesday,2025-03-23,Peak,Buses,9704,14.76,114584.83
2025-03-25,Tuesday,2025-03-23,Peak,Motorcycles,1916,4.5,6897.6
2025-03-25,Tuesday,2025-03-23,Peak,TLC Taxi/FHV,133742,1.13,120902.77
2025-03-26,Wednesday,2025-03-23,Overnight,Passenger Cars & Vans,40338,2.25,72608.4
2025-03-26,Wednesday,2025-03-23,Overnight,Single-Unit Trucks,2869,3.6,8262.72
2025-03-26,Wednesday,2025-03-23,Overnight,Multi-Unit Trucks,470,5.4,2030.4
2025-03-26,Wednesday,2025-03-23,Overnight,Buses,810,3.69,2391.12
2025-03-26,Wednesday,2025-03-23,Overnight,Motorcycles,259,1.05,217.56
2025-03-26,Wednesday,2025-03-23,Overnight,TLC Taxi/FHV,43902,1.13,39687.41
2025-03-26,Wednesday,2025-03-23,Peak,Passenger Cars & Vans,244486,9.0,1760299.2
2025-03-26,Wednesday,2025-03-23,Peak,Single-Unit Trucks,19876,14.4,228971.51
2025-03-26,Wednesday,2025-03-23,Peak,Multi-Unit Trucks,1215,21.6,20995.2
2025-03-26,Wednesday,2025-03-23,Peak,Buses,9581,14.76,113132.45
2025-03-26,Wednesday,2025-03-23,Peak,Motorcycles,1835,4.5,6606.0
2025-03-26,Wednesday,2025-03-23,Peak,TLC Taxi/FHV,139424,1.13,126039.3
2025-03-27,Thursday,2025-03-23,Overnight,Passenger Cars & Vans,43388,2.25,78098.4
2025-03-27,Thursday,2025-03-23,Overnight,Single-Unit Trucks,2964,3.6,8536.32
2025-03-27,Thursday,2025-03-23,Overnight,Multi-Unit Trucks,457,5.4,1974.24
2025-03-27,Thursday,2025-03-23,Overnight,Buses,826,3.69,2438.35
2025-03-27,Thursday,2025-03-23,Overnight,Motorcycles,323,1.05,271.32
2025-03-27,Thursday,2025-03-23,Overnight,TLC Taxi/FHV,49804,1.13,45022.82
2025-03-27,Thursday,2025-03-23,Peak,Passenger Cars & Vans,250542,9.0,1803902.4
2025-03-27,Thursday,2025-03-23,Peak,Single-Unit Trucks,20186,14.4,232542.71
2025-03-27,Thursday,2025-03-23,Peak,Multi-Unit Trucks,1112,21.6,19215.36
2025-03-27,Thursday,2025-03-23,Peak,Buses,9609,14.76,113463.07
2025-03-27,Thursday,2025-03-23,Peak,Motorcycles,1745,4.5,6282.0
2025-03-27,Thursday,2025-03-23,Peak,TLC Taxi/FHV,141398,1.13,127823.79
2025-03-28,Friday,2025-03-23,Overnight,Passenger Cars & Vans,50126,2.25,90226.8
2025-03-28,Friday,2025-03-23,Overnight,Single-Unit Trucks,2775,3.6,7992.0
2025-03-28,Friday,2025-03-23,Overnight,Multi-Unit Trucks,415,5.4,1792.8
2025-03-28,Friday,2025-03-23,Overnight,Buses,855,3.69,2523.96
2025-03-28,Friday,2025-03-23,Overnight,Motorcycles,331,1.05,278.04
2025-03-28,Friday,2025-03-23,Overnight,TLC Taxi/FHV,52987,1.13,47900.25
2025-03-28,Friday,2025-03-23,Peak,Passenger Cars & Vans,247187,9.0,1779746.4
2025-03-28,Friday,2025-03-23,Peak,Single-Unit Trucks,20141,14.4,232024.31
2025-03-28,Friday,2025-03-23,Peak,Multi-Unit Trucks,1193,21.6,20615.04
2025-03-28,Friday,2025-03-23,Peak,Buses,9436,14.76,111420.29
2025-03-28,Friday,2025-03-23,Peak,Motorcycles,1950,4.5,7020.0
2025-03-28,Friday,2025-03-23,Peak,TLC Taxi/FHV,134211,1.13,121326.74
2025-03-29,Saturday,2025-03-23,Overnight,Passenger Cars & Vans,95605,2.25,172089.0
2025-03-29,Saturday,2025-03-23,Overnight,Single-Unit Trucks,4713,3.6,13573.44
2025-03-29,Saturday,2025-03-23,Overnight,Multi-Unit Trucks,445,5.4,1922.4
2025-03-29,Saturday,2025-03-23,Overnight,Buses,1522,3.69,4492.94
2025-03-29,Saturday,2025-03-23,Overnight,Motorcycles,571,1.05,479.64
2025-03-29,Saturday,2025-03-23,Overnight,TLC Taxi/FHV,80940,1.13,73169.76
2025-03-29,Saturday,2025-03-23,Peak,Passenger Cars & Vans,205619,9.0,1480456.8
2025-03-29,Saturday,2025-03-23,Peak,Single-Unit Trucks,4825,14.4,55584.0
2025-03-29,Saturday,2025-03-23,Peak,Multi-Unit Trucks,253,21.6,4371.84
2025-03-29,Saturday,2025-03-23,Peak,Buses,3288,14.76,38824.7
2025-03-29,Saturday,2025-03-23,Peak,Motorcycles,1666,4.5,5997.6
2025-03-29,Saturday,2025-03-23,Peak,TLC Taxi/FHV,105151,1.13,95056.5
2025-03-30,Sunday,2025-03-30,Overnight,Passenger Cars & Vans,82624,2.25,148723.2
2025-03-30,Sunday,2025-03-30,Overnight,Single-Unit Trucks,2177,3.6,6269.76
2025-03-30,Sunday,2025-03-30,Overnight,Multi-Unit Trucks,236,5.4,1019.52
2025-03-30,Sunday,2025-03-30,Overnight,Buses,1249,3.69,3687.05
2025-03-30,Sunday,2025-03-30,Overnight,Motorcycles,471,1.05,395.64
2025-03-30,Sunday,2025-03-30,Overnight,TLC Taxi/FHV,67585,1.13,61096.84
2025-03-30,Sunday,2025-03-30,Peak,Passenger Cars & Vans,195305,9.0,1406196.0
2025-03-30,Sunday,2025-03-30,Peak,Single-Unit Trucks,2983,14.4,34364.16
2025-03-30,Sunday,2025-03-30,Peak,Multi-Unit Trucks,187,21.6,3231.36
2025-03-30,Sunday,2025-03-30,Peak,Buses,3038,14.76,35872.7
2025-03-30,Sunday,2025-03-30,Peak,Motorcycles,1204,4.5,4334.4
2025-03-30,Sunday,2025-03-30,Peak,TLC Taxi/FHV,85702,1.13,77474.61
2025-03-31,Monday,2025-03-30,Overnight,Passenger Cars & Vans,40546,2.25,72982.8
2025-03-31,Monday,2025-03-30,Overnight,Single-Unit Trucks,2551,3.6,7346.88
2025-03-31,Monday,2025-03-30,Overnight,Multi-Unit Trucks,354,5.4,1529.28
2025-03-31,Monday,2025-03-30,Overnight,Buses,792,3.69,2337.98
2025-03-31,Monday,2025-03-30,Overnight,Motorcycles,221,1.05,185.64
2025-03-31,Monday,2025-03-30,Overnight,TLC Taxi/FHV,33016,1.13,29846.46
2025-03-31,Monday,2025-03-30,Peak,Passenger Cars & Vans,237039,9.0,1706680.8
2025-03-31,Monday,2025-03-30,Peak,Single-Unit Trucks,19494,14.4,224570.87
2025-03-31,Monday,2025-03-30,Peak,Multi-Unit Trucks,1115,21.6,19267.2
2025-03-31,Monday,2025-03-30,Peak,Buses,7861,14.76,92822.69
2025-03-31,Monday,2025-03-30,Peak,Motorcycles,1499,4.5,5396.4
2025-03-31,Monday,2025-03-30,Peak,TLC Taxi/FHV,127838,1.13,115565.55
2025-04-01,Tuesday,2025-03-30,Overnight,Passenger Cars & Vans,40898,2.25,73616.4
2025-04-01,Tuesday,2025-03-30,Overnight,Single-Unit Trucks,2891,3.6,8326.08
2025-04-01,Tuesday,2025-03-30,Overnight,Multi-Unit Trucks,435,5.4,1879.2
2025-04-01,Tuesday,2025-03-30,Overnight,Buses,788,3.69,2326.18
2025-04-01,Tuesday,2025-03-30,Overnight,Motorcycles,257,1.05,215.88
2025-04-01,Tuesday,2025-03-30,Overnight,TLC Taxi/FHV,42182,1.13,38132.53
2025-04-01,Tuesday,2025-03-30,Peak,Passenger Cars & Vans,246850,9.0,1777320.0
2025-04-01,Tuesday,2025-03-30,Peak,Single-Unit Trucks,20214,14.4,232865.27
2025-04-01,Tuesday,2025-03-30,Peak,Multi-Unit Trucks,1126,21.6,19457.28
2025-04-01,Tuesday,2025-03-30,Peak,Buses,9575,14.76,113061.6
2025-04-01,Tuesday,2025-03-30,Peak,Motorcycles,1801,4.5,6483.6
2025-04-01,Tuesday,2025-03-30,Peak,TLC Taxi/FHV,136355,1.13,123264.92
2025-04-02,Wednesday,2025-03-30,Overnight,Passenger Cars & Vans,39213,2.25,70583.4
2025-04-02,Wednesday,2025-03-30,Overnight,Single-Unit Trucks,2874,3.6,8277.12
2025-04-02,Wednesday,2025-03-30,Overnight,Multi-Unit Trucks,386,5.4,1667.52
2025-04-02,Wednesday,2025-03-30,Overnight,Buses,809,3.69,2388.17
2025-04-02,Wednesday,2025-03-30,Overnight,Motorcycles,264,1.05,221.76
2025-04-02,Wednesday,2025-03-30,Overnight,TLC Taxi/FHV,46096,1.13,41670.78
2025-04-02,Wednesday,2025-03-30,Peak,Passenger Cars & Vans,247339,9.0,1780840.8
2025-04-02,Wednesday,2025-03-30,Peak,Single-Unit Trucks,19683,14.4,226748.15
2025-04-02,Wednesday,2025-03-30,Peak,Multi-Unit Trucks,1053,21.6,18195.84
2025-04-02,Wednesday,2025-03-30,Peak,Buses,9862,14.76,116450.5
2025-04-02,Wednesday,2025-03-30,Peak,Motorcycles,1594,4.5,5738.4
2025-04-02,Wednesday,2025-03-30,Peak,TLC Taxi/FHV,142677,1.13,128980.01
2025-04-03,Thursday,2025-03-30,Overnight,Passenger Cars & Vans,43283,2.25,77909.4
2025-04-03,Thursday,2025-03-30,Overnight,Single-Unit Trucks,2799,3.6,8061.12
2025-04-03,Thursday,2025-03-30,Overnight,Multi-Unit Trucks,449,5.4,1939.68
2025-04-03,Thursday,2025-03-30,Overnight,Buses,822,3.69,2426.54
2025-04-03,Thursday,2025-03-30,Overnight,Motorcycles,317,1.05,266.28
2025-04-03,Thursday,2025-03-30,Overnight,TLC Taxi/FHV,50245,1.13,45421.48
2025-04-03,Thursday,2025-03-30,Peak,Passenger Cars & Vans,250229,9.0,1801648.8
2025-04-03,Thursday,2025-03-30,Peak,Single-Unit Trucks,19877,14.4,228983.03
2025-04-03,Thursday,2025-03-30,Peak,Multi-Unit Trucks,1125,21.6,19440.0
2025-04-03,Thursday,2025-03-30,Peak,Buses,9945,14.76,117430.56
2025-04-03,Thursday,2025-03-30,Peak,Motorcycles,1553,4.5,5590.8
2025-04-03,Thursday,2025-03-30,Peak,TLC Taxi/FHV,148702,1.13,134426.61
2025-04-04,Friday,2025-03-30,Overnight,Passenger Cars & Vans,49589,2.25,89260.2
2025-04-04,Friday,2025-03-30,Overnight,Single-Unit Trucks,2767,3.6,7968.96
2025-04-04,Friday,2025-03-30,Overnight,Multi-Unit Trucks,437,5.4,1887.84
2025-04-04,Friday,2025-03-30,Overnight,Buses,820,3.69,2420.64
2025-04-04,Friday,2025-03-30,Overnight,Motorcycles,388,1.05,325.92
2025-04-04,Friday,2025-03-30,Overnight,TLC Taxi/FHV,52422,1.13,47389.49
2025-04-04,Friday,2025-03-30,Peak,Passenger Cars & Vans,248773,9.0,1791165.6
2025-04-04,Friday,2025-03-30,Peak,Single-Unit Trucks,19769,14.4,227738.87
2025-04-04,Friday,2025-03-30,Peak,Multi-Unit Trucks,1228,21.6,21219.84
2025-04-04,Friday,2025-03-30,Peak,Buses,9678,14.76,114277.83
2025-04-04,Friday,2025-03-30,Peak,Motorcycles,1816,4.5,6537.6
2025-04-04,Friday,2025-03-30,Peak,TLC Taxi/FHV,141006,1.13,127469.42
2025-04-05,Saturday,2025-03-30,Overnight,Passenger Cars & Vans,94583,2.25,170249.4
2025-04-05,Saturday,2025-03-30,Overnight,Single-Unit Trucks,4511,3.6,12991.68
2025-04-05,Saturday,2025-03-30,Overnight,Multi-Unit Trucks,541,5.4,2337.12
2025-04-05,Saturday,2025-03-30,Overnight,Buses,1533,3.69,4525.42
2025-04-05,Saturday,2025-03-30,Overnight,Motorcycles,449,1.05,377.16
2025-04-05,Saturday,2025-03-30,Overnight,TLC Taxi/FHV,84761,1.13,76623.94
2025-04-05,Saturday,2025-03-30,Peak,Passenger Cars & Vans,190414,9.0,1370980.8
2025-04-05,Saturday,2025-03-30,Peak,Single-Unit Trucks,4616,14.4,53176.32
2025-04-05,Saturday,2025-03-30,Peak,Multi-Unit Trucks,313,21.6,5408.64
2025-04-05,Saturday,2025-03-30,Peak,Buses,3374,14.76,39840.19
2025-04-05,Saturday,2025-03-30,Peak,Motorcycles,1084,4.5,3902.4
2025-04-05,Saturday,2025-03-30,Peak,TLC Taxi/FHV,113463,1.13,102570.55
2025-04-06,Sunday,2025-04-06,Overnight,Passenger Cars & Vans,76917,2.25,138450.6
2025-04-06,Sunday,2025-04-06,Overnight,Single-Unit Trucks,2071,3.6,5964.48
2025-04-06,Sunday,2025-04-06,Overnight,Multi-Unit Trucks,231,5.4,997.92
2025-04-06,Sunday,2025-04-06,Overnight,Buses,1272,3.69,3754.94
2025-04-06,Sunday,2025-04-06,Overnight,Motorcycles,391,1.05,328.44
2025-04-06,Sunday,2025-04-06,Overnight,TLC Taxi/FHV,77967,1.13,70482.17
2025-04-06,Sunday,2025-04-06,Peak,Passenger Cars & Vans,183717,9.0,1322762.4
2025-04-06,Sunday,2025-04-06,Peak,Single-Unit Trucks,2579,14.4,29710.08
2025-04-06,Sunday,2025-04-06,Peak,Multi-Unit Trucks,192,21.6,3317.76
2025-04-06,Sunday,2025-04-06,Peak,Buses,2866,14.76,33841.73
2025-04-06,Sunday,2025-04-06,Peak,Motorcycles,1276,4.5,4593.6
2025-04-06,Sunday,2025-04-06,Peak,TLC Taxi/FHV,103313,1.13,93394.95
2025-04-07,Monday,2025-04-06,Overnight,Passenger Cars & Vans,37814,2.25,68065.2
2025-04-07,Monday,2025-04-06,Overnight,Single-Unit Trucks,2578,3.6,7424.64
2025-04-07,Monday,2025-04-06,Overnight,Multi-Unit Trucks,384,5.4,1658.88
2025-04-07,Monday,2025-04-06,Overnight,Buses,809,3.69,2388.17
2025-04-07,Monday,2025-04-06,Overnight,Motorcycles,224,1.05,188.16
2025-04-07,Monday,2025-04-06,Overnight,TLC Taxi/FHV,37330,1.13,33746.32
2025-04-07,Monday,2025-04-06,Peak,Passenger Cars & Vans,235962,9.0,1698926.4
2025-04-07,Monday,2025-04-06,Peak,Single-Unit Trucks,18864,14.4,217313.27
2025-04-07,Monday,2025-04-06,Peak,Multi-Unit Trucks,1037,21.6,17919.36
2025-04-07,Monday,2025-04-06,Peak,Buses,9584,14.76,113167.87
2025-04-07,Monday,2025-04-06,Peak,Motorcycles,1054,4.5,3794.4
2025-04-07,Monday,2025-04-06,Peak,TLC Taxi/FHV,136120,1.13,123052.48
2025-04-08,Tuesday,2025-04-06,Overnight,Passenger Cars & Vans,38260,2.25,68868.0
2025-04-08,Tuesday,2025-04-06,Overnight,Single-Unit Trucks,2940,3.6,8467.2
2025-04-08,Tuesday,2025-04-06,Overnight,Multi-Unit Trucks,405,5.4,1749.6
2025-04-08,Tuesday,2025-04-06,Overnight,Buses,872,3.69,2574.14
2025-04-08,Tuesday,2025-04-06,Overnight,Motorcycles,230,1.05,193.2
2025-04-08,Tuesday,2025-04-06,Overnight,TLC Taxi/FHV,42441,1.13,38366.66
2025-04-08,Tuesday,2025-04-06,Peak,Passenger Cars & Vans,244725,9.0,1762020.0
2025-04-08,Tuesday,2025-04-06,Peak,Single-Unit Trucks,19772,14.4,227773.43
2025-04-08,Tuesday,2025-04-06,Peak,Multi-Unit Trucks,1204,21.6,20805.12
2025-04-08,Tuesday,2025-04-06,Peak,Buses,9828,14.76,116049.03
2025-04-08,Tuesday,2025-04-06,Peak,Motorcycles,1494,4.5,5378.4
2025-04-08,Tuesday,2025-04-06,Peak,TLC Taxi/FHV,139154,1.13,125795.22
2025-04-09,Wednesday,2025-04-06,Overnight,Passenger Cars & Vans,39513,2.25,71123.4
2025-04-09,Wednesday,2025-04-06,Overnight,Single-Unit Trucks,2759,3.6,7945.92
2025-04-09,Wednesday,2025-04-06,Overnight,Multi-Unit Trucks,382,5.4,1650.24
2025-04-09,Wednesday,2025-04-06,Overnight,Buses,811,3.69,2394.07
2025-04-09,Wednesday,2025-04-06,Overnight,Motorcycles,235,1.05,197.4
2025-04-09,Wednesday,2025-04-06,Overnight,TLC Taxi/FHV,47411,1.13,42859.54
2025-04-09,Wednesday,2025-04-06,Peak,Passenger Cars & Vans,248118,9.0,1786449.6
2025-04-09,Wednesday,2025-04-06,Peak,Single-Unit Trucks,19579,14.4,225550.07
2025-04-09,Wednesday,2025-04-06,Peak,Multi-Unit Trucks,1129,21.6,19509.12
2025-04-09,Wednesday,2025-04-06,Peak,Buses,9893,14.76,116816.55
2025-04-09,Wednesday,2025-04-06,Peak,Motorcycles,1538,4.5,5536.8
2025-04-09,Wednesday,2025-04-06,Peak,TLC Taxi/FHV,145917,1.13,131908.97
2025-04-10,Thursday,2025-04-06,Overnight,Passenger Cars & Vans,41590,2.25,74862.0
2025-04-10,Thursday,2025-04-06,Overnight,Single-Unit Trucks,2888,3.6,8317.44
2025-04-10,Thursday,2025-04-06,Overnight,Multi-Unit Trucks,422,5.4,1823.04
2025-04-10,Thursday,2025-04-06,Overnight,Buses,825,3.69,2435.4
2025-04-10,Thursday,2025-04-06,Overnight,Motorcycles,286,1.05,240.24
2025-04-10,Thursday,2025-04-06,Overnight,TLC Taxi/FHV,51358,1.13,46427.63
2025-04-10,Thursday,2025-04-06,Peak,Passenger Cars & Vans,247930,9.0,1785096.0
2025-04-10,Thursday,2025-04-06,Peak,Single-Unit Trucks,19980,14.4,230169.59
2025-04-10,Thursday,2025-04-06,Peak,Multi-Unit Trucks,1199,21.6,20718.72
2025-04-10,Thursday,2025-04-06,Peak,Buses,9766,14.76,115316.93
2025-04-10,Thursday,2025-04-06,Peak,Motorcycles,1698,4.5,6112.8
2025-04-10,Thursday,2025-04-06,Peak,TLC Taxi/FHV,149725,1.13,135351.4
2025-04-11,Friday,2025-04-06,Overnight,Passenger Cars & Vans,47137,2.25,84846.6
2025-04-11,Friday,2025-04-06,Overnight,Single-Unit Trucks,2769,3.6,7974.72
2025-04-11,Friday,2025-04-06,Overnight,Multi-Unit Trucks,385,5.4,1663.2
2025-04-11,Friday,2025-04-06,Overnight,Buses,803,3.69,2370.46
2025-04-11,Friday,2025-04-06,Overnight,Motorcycles,259,1.05,217.56
2025-04-11,Friday,2025-04-06,Overnight,TLC Taxi/FHV,52491,1.13,47451.86
2025-04-11,Friday,2025-04-06,Peak,Passenger Cars & Vans,244473,9.0,1760205.6
2025-04-11,Friday,2025-04-06,Peak,Single-Unit Trucks,19372,14.4,223165.43
2025-04-11,Friday,2025-04-06,Peak,Multi-Unit Trucks,1135,21.6,19612.8
2025-04-11,Friday,2025-04-06,Peak,Buses,9430,14.76,111349.44
2025-04-11,Friday,2025-04-06,Peak,Motorcycles,1369,4.5,4928.4
2025-04-11,Friday,2025-04-06,Peak,TLC Taxi/FHV,140624,1.13,127124.1
2025-04-12,Saturday,2025-04-06,Overnight,Passenger Cars & Vans,91860,2.25,165348.0
2025-04-12,Saturday,2025-04-06,Overnight,Single-Unit Trucks,4179,3.6,12035.52
2025-04-12,Saturday,2025-04-06,Overnight,Multi-Unit Trucks,478,5.4,2064.96
2025-04-12,Saturday,2025-04-06,Overnight,Buses,1514,3.69,4469.33
2025-04-12,Saturday,2025-04-06,Overnight,Motorcycles,315,1.05,264.6
2025-04-12,Saturday,2025-04-06,Overnight,TLC Taxi/FHV,80579,1.13,72843.42
2025-04-12,Saturday,2025-04-06,Peak,Passenger Cars & Vans,184512,9.0,1328486.4
2025-04-12,Saturday,2025-04-06,Peak,Single-Unit Trucks,4576,14.4,52715.52
2025-04-12,Saturday,2025-04-06,Peak,Multi-Unit Trucks,416,21.6,7188.48
2025-04-12,Saturday,2025-04-06,Peak,Buses,3162,14.76,37336.9
2025-04-12,Saturday,2025-04-06,Peak,Motorcycles,917,4.5,3301.2
2025-04-12,Saturday,2025-04-06,Peak,TLC Taxi/FHV,111756,1.13,101027.42
